"time","new.core.id","depth_bottom","sample.type","interval","pool_label","id","species","d15n","n_pct","d13c","c_pct","total_volume_cm3","depth_top","sample.type2","g_core"
"t3","SA10",5,"dead biomass","2_5","dead biomass 5cm","SA10-dead biomass 5cm","SA",310.7790324,0.008330979,-14.51584524,0.373718806,235.619,2,"dead biomass",20.594
"t3","SA10",5,"fine roots","2_5","fine roots 5cm","SA10-fine roots 5cm","SA",5962.485908,0.005993045,-13.808406,0.356407165,235.619,2,"fine roots",0.3874
"t3","SA10",5,"rhizomes","2_5","rhizomes 5cm","SA10-rhizomes 5cm","SA",1967.426071,0.004851495,-14.20229044,0.322101693,235.619,2,"rhizomes",2.0168
"t3","SA10",10,"coarse roots","5_10","coarse roots 10cm","SA10-coarse roots 10cm","SA",2201.29386,0.00567636,-14.01303968,0.338914604,392.699,5,"coarse roots",0.5458
"t3","SA10",10,"dead biomass","5_10","dead biomass 10cm","SA10-dead biomass 10cm","SA",105.5973647,0.009576097,-14.38974395,0.378206191,392.699,5,"dead biomass",18.518
"t3","SA10",10,"fine roots","5_10","fine roots 10cm","SA10-fine roots 10cm","SA",2792.26218,0.008489439,-13.69864759,0.350178321,392.699,5,"fine roots",0.319
"t3","SA10",10,"rhizomes","5_10","rhizomes 10cm","SA10-rhizomes 10cm","SA",1027.626822,0.004180988,-14.17899983,0.346347044,392.699,5,"rhizomes",1.16
"t3","SA10",15,"coarse roots","10_15","coarse roots 15cm","SA10-coarse roots 15cm","SA",366.8009773,0.007046409,-13.85312655,0.297899751,392.699,10,"coarse roots",0.0628
"t3","SA10",15,"dead biomass","10_15","dead biomass 15cm","SA10-dead biomass 15cm","SA",41.3851717,0.011740217,-13.94632858,0.361252895,392.699,10,"dead biomass",13.688
"t3","SA10",15,"fine roots","10_15","fine roots 15cm","SA10-fine roots 15cm","SA",730.7447735,0.010191668,-13.42366133,0.327891555,392.699,10,"fine roots",0.0894
"t3","SA10",15,"rhizomes","10_15","rhizomes 15cm","SA10-rhizomes 15cm","SA",309.5697172,0.003881029,-14.23191301,0.311983557,392.699,10,"rhizomes",0.52
"t3","SA10",20,"coarse roots","15_20","coarse roots 20cm","SA10-coarse roots 20cm","SA",48.54846512,0.005853293,-14.17521872,0.312523838,392.699,15,"coarse roots",0.0488
"t3","SA10",20,"dead biomass","15_20","dead biomass 20cm","SA10-dead biomass 20cm","SA",13.80779702,0.010758671,-14.25320409,0.397651775,392.699,15,"dead biomass",8.144
"t3","SA10",20,"fine roots","15_20","fine roots 20cm","SA10-fine roots 20cm","SA",411.2592189,0.009269131,-14.00751753,0.250153175,392.699,15,"fine roots",0.0414
"t3","SA10",20,"rhizomes","15_20","rhizomes 20cm","SA10-rhizomes 20cm","SA",35.00178381,0.003531671,-14.45628709,0.317749665,392.699,15,"rhizomes",0.2634
"t3","SA10",30,"dead biomass","20_30","dead biomass 30cm","SA10-dead biomass 30cm","SA",5.4854152,0.01305344,-13.56536048,0.390060891,785.398,20,"dead biomass",20.994
"t3","SA10",30,"fine roots","20_30","fine roots 30cm","SA10-fine roots 30cm","SA",29.37351835,0.009742219,-13.95616033,0.287488114,785.398,20,"fine roots",0.0128
"t1","SA11",NA,"dead leaf","above","dead leaf","SA11-dead leaf","SA",1177.448425,0.008304463,-17.59097736,0.291113788,NA,NA,"dead leaf",0.278
"t1","SA11",NA,"decomp layer","above","decomp layer","SA11-decomp layer","SA",733.4030735,0.01460369,-18.37281868,0.226244661,NA,NA,"decomp layer",0.5325
"t1","SA11",NA,"leaf 1","above","leaf 1","SA11-leaf 1","SA",4729.580391,0.018292238,-17.66480455,0.32353147,NA,NA,"leaf",0.1749
"t1","SA11",NA,"leaf 2","above","leaf 2","SA11-leaf 2","SA",5086.875258,0.016188884,-17.58807314,0.330927802,NA,NA,"leaf",0.3825
"t1","SA11",NA,"leaf 3","above","leaf 3","SA11-leaf 3","SA",3066.556104,0.01509,-15.21599956,0.372096333,NA,NA,"leaf",0.2621
"t1","SA11",NA,"leaf 4","above","leaf 4","SA11-leaf 4","SA",4274.24564,0.01531,-15.09727745,0.367976373,NA,NA,"leaf",0.0845
"t1","SA11",NA,"leaf 5","above","leaf 5","SA11-leaf 5","SA",NA,NA,NA,NA,NA,NA,"leaf",0.0165
"t1","SA11",NA,"microbe mat","above","microbe mat","SA11-microbe mat","SA",452.0119284,0.018857692,-19.48814548,0.219529566,NA,NA,"microbe mat",2.1157
"t1","SA11",NA,"standing dead","above","standing dead","SA11-standing dead","SA",846.79767425,0.007660898,-16.157466135,0.274526566,NA,NA,"standing dead",0.3022
"t1","SA11",NA,"stems","above","stems","SA11-stems","SA",6635.572214,0.00988262,-14.47115233,0.292301537,NA,NA,"stems",0.5459
"t1","SA11",2,"belowground stems","0_2","belowground stems","SA11-belowground stems","SA",4492.290599,0.01031,-14.61131468,0.354738583,157.08,0,"stems",0.0697
"t1","SA11",2,"coarse roots","0_2","coarse roots 2cm","SA11-coarse roots 2cm","SA",2459.138754,0.00774,-14.25409447,0.378920207,157.08,0,"coarse roots",0.456
"t1","SA11",2,"dead biomass","0_2","dead biomass 2cm","SA11-dead biomass 2cm","SA",757.2941879,0.01217,-14.62809956,0.381997044,157.08,0,"dead biomass",4.442
"t1","SA11",2,"fine roots","0_2","fine roots 2cm","SA11-fine roots 2cm","SA",2091.702427,0.00942,-14.21771987,0.336451164,157.08,0,"fine roots",0.5418
"t1","SA11",5,"coarse roots","2_5","coarse roots 5cm","SA11-coarse roots 5cm","SA",1918.79004,0.00709,-14.56589976,0.369331558,235.619,2,"coarse roots",0.2142
"t1","SA11",5,"dead biomass","2_5","dead biomass 5cm","SA11-dead biomass 5cm","SA",396.7664525,0.01047,-14.86374856,0.349192635,235.619,2,"dead biomass",17.776
"t1","SA11",5,"fine roots","2_5","fine roots 5cm","SA11-fine roots 5cm","SA",5023.149871,0.00721,-14.43338841,0.349555924,235.619,2,"fine roots",0.3422
"t1","SA11",5,"rhizomes","2_5","rhizomes 5cm","SA11-rhizomes 5cm","SA",2358.422357,0.0058,-14.77280253,0.337293261,235.619,2,"rhizomes",1.7262
"t1","SA11",10,"coarse roots","5_10","coarse roots 10cm","SA11-coarse roots 10cm","SA",1539.274222,0.00913,-14.39838243,0.332669216,392.699,5,"coarse roots",0.1122
"t1","SA11",10,"dead biomass","5_10","dead biomass 10cm","SA11-dead biomass 10cm","SA",34.97161034,0.01338,-14.94044228,0.375391438,392.699,5,"dead biomass",21.442
"t1","SA11",10,"fine roots","5_10","fine roots 10cm","SA11-fine roots 10cm","SA",1469.890668,0.00863,-14.29058021,0.366955086,392.699,5,"fine roots",0.1942
"t1","SA11",10,"rhizomes","5_10","rhizomes 10cm","SA11-rhizomes 10cm","SA",78.54391141,0.00401,-14.86558879,0.331316252,392.699,5,"rhizomes",0.5116
"t1","SA11",15,"coarse roots","10_15","coarse roots 15cm","SA11-coarse roots 15cm","SA",22.25989028,0.010199933,-14.98126797,0.436958475,392.699,10,"coarse roots",0.0606
"t1","SA11",15,"dead biomass","10_15","dead biomass 15cm","SA11-dead biomass 15cm","SA",16.55333622,0.01133,-14.15614733,0.341911457,392.699,10,"dead biomass",20.446
"t1","SA11",15,"fine roots","10_15","fine roots 15cm","SA11-fine roots 15cm","SA",1386.717442,0.010892425,-13.7652025,0.392625977,392.699,10,"fine roots",0.0544
"t1","SA11",15,"rhizomes","10_15","rhizomes 15cm","SA11-rhizomes 15cm","SA",20.97739757,0.00662,-14.8424366,0.335312495,392.699,10,"rhizomes",0.8748
"t1","SA11",20,"coarse roots","15_20","coarse roots 20cm","SA11-coarse roots 20cm","SA",NA,NA,NA,NA,392.699,15,"coarse roots",0.0188
"t1","SA11",20,"dead biomass","15_20","dead biomass 20cm","SA11-dead biomass 20cm","SA",8.15064033,0.01193,-13.32075399,0.396416299,392.699,15,"dead biomass",24.158
"t1","SA11",20,"fine roots","15_20","fine roots 20cm","SA11-fine roots 20cm","SA",10.66523071,0.00429,-12.18760457,0.443720232,392.699,15,"fine roots",0.2462
"t1","SA11",20,"rhizomes","15_20","rhizomes 20cm","SA11-rhizomes 20cm","SA",NA,NA,NA,NA,392.699,15,"rhizomes",0.0038
"t0","SA15",20,"rhizomes","15_20","rhizomes 20cm","SA15-rhizomes 20cm","SA",NA,NA,NA,NA,392.699,15,"rhizomes",0
"t1","SA11",30,"dead biomass","20_30","dead biomass 30cm","SA11-dead biomass 30cm","SA",6.929087717,0.01138,-12.61413027,0.398809427,785.398,20,"dead biomass",32.366
"t1","SA11",30,"fine roots","20_30","fine roots 30cm","SA11-fine roots 30cm","SA",8.137277279,0.00457,-12.00197607,0.407737116,785.398,20,"fine roots",0.2442
"t0","SA15",30,"bulk sediment","20_30","bulk sediment 30cm","SA15-bulk sediment 30cm","SA",1.998910438,0.01278,-14.68862657,0.180290226,785.398,20,"bulk sediment",178.048
"t2","SA12",NA,"dead leaf","above","dead leaf","SA12-dead leaf","SA",180.3536181,0.005062466,-14.1467064,0.316967966,NA,NA,"dead leaf",0.5163
"t2","SA12",NA,"decomp layer","above","decomp layer","SA12-decomp layer","SA",38.65968178,0.008635516,-14.31244254,0.244210285,NA,NA,"decomp layer",0.4934
"t2","SA12",NA,"leaf 1","above","leaf 1","SA12-leaf 1","SA",2213.485523,0.013636654,-14.58490527,0.380661839,NA,NA,"leaf",0.2343
"t2","SA12",NA,"leaf 2","above","leaf 2","SA12-leaf 2","SA",1280.170484,0.013321505,-14.44241018,0.34805578,NA,NA,"leaf",0.4353
"t2","SA12",NA,"leaf 3","above","leaf 3","SA12-leaf 3","SA",1362.831864,0.014374086,-14.47504272,0.357225427,NA,NA,"leaf",0.3473
"t2","SA12",NA,"leaf 4","above","leaf 4","SA12-leaf 4","SA",826.0005524,0.008769126,-14.42985421,0.35255318,NA,NA,"leaf",0.1048
"t2","SA12",NA,"microbe mat","above","microbe mat","SA12-microbe mat","SA",91.99921121,0.017212539,-18.061015,0.21774502,NA,NA,"microbe mat",3.2956
"t2","SA12",NA,"standing dead","above","standing dead","SA12-standing dead","SA",32.32015444,0.005054618,-13.63988432,0.310285529,NA,NA,"standing dead",0.524
"t2","SA12",NA,"stems","above","stems","SA12-stems","SA",2632.952417,0.008599315,-13.93295381,0.359082706,NA,NA,"stems",0.7686
"t2","SA12",2,"belowground stems","0_2","belowground stems","SA12-belowground stems","SA",1434.025533,0.009218761,-13.97122339,0.340475923,157.08,0,"stems",0.0697
"t2","SA12",2,"coarse roots","0_2","coarse roots 2cm","SA12-coarse roots 2cm","SA",466.4056917,0.007214608,-14.14881838,0.393188774,157.08,0,"coarse roots",0.2916
"t2","SA12",2,"dead biomass","0_2","dead biomass 2cm","SA12-dead biomass 2cm","SA",101.3209957,0.009694854,-14.01831851,0.38174193,157.08,0,"dead biomass",3.624
"t2","SA12",2,"fine roots","0_2","fine roots 2cm","SA12-fine roots 2cm","SA",599.3820577,0.009340941,-13.63819496,0.340290412,157.08,0,"fine roots",0.8548
"t2","SA12",5,"coarse roots","2_5","coarse roots 5cm","SA12-coarse roots 5cm","SA",1811.881585,0.006106325,-14.05265792,0.337461195,235.619,2,"coarse roots",0.5104
"t2","SA12",5,"dead biomass","2_5","dead biomass 5cm","SA12-dead biomass 5cm","SA",617.2742471,0.008271641,-14.1624752,0.370199365,235.619,2,"dead biomass",11.33
"t2","SA12",5,"fine roots","2_5","fine roots 5cm","SA12-fine roots 5cm","SA",2579.12581,0.007994431,-13.64339504,0.34190074,235.619,2,"fine roots",0.6592
"t2","SA12",5,"rhizomes","2_5","rhizomes 5cm","SA12-rhizomes 5cm","SA",2273.409276,0.007906605,-14.02482096,0.339379249,235.619,2,"rhizomes",1.0616
"t2","SA12",10,"coarse roots","5_10","coarse roots 10cm","SA12-coarse roots 10cm","SA",840.0818925,0.007604186,-13.84941287,0.308706057,392.699,5,"coarse roots",0.1522
"t2","SA12",10,"dead biomass","5_10","dead biomass 10cm","SA12-dead biomass 10cm","SA",61.17523832,0.010423834,-14.70491649,0.345187671,392.699,5,"dead biomass",26.654
"t2","SA12",10,"fine roots","5_10","fine roots 10cm","SA12-fine roots 10cm","SA",1249.192099,0.008635581,-13.78513631,0.339780622,392.699,5,"fine roots",0.178
"t2","SA12",10,"rhizomes","5_10","rhizomes 10cm","SA12-rhizomes 10cm","SA",126.9502198,0.005735547,-14.22862604,0.325570445,392.699,5,"rhizomes",1.6182
"t2","SA12",15,"coarse roots","10_15","coarse roots 15cm","SA12-coarse roots 15cm","SA",NA,NA,NA,NA,392.699,10,"coarse roots",0.0336
"t2","SA12",15,"dead biomass","10_15","dead biomass 15cm","SA12-dead biomass 15cm","SA",39.62005589,0.0090828225,-13.45545602,0.331884338,392.699,10,"dead biomass",28.878
"t2","SA12",15,"fine roots","10_15","fine roots 15cm","SA12-fine roots 15cm","SA",1002.947926,0.009680521,-13.11443949,0.425974189,392.699,10,"fine roots",0.0612
"t2","SA12",15,"rhizomes","10_15","rhizomes 15cm","SA12-rhizomes 15cm","SA",179.4074444,0.00606299,-14.39812917,0.265589518,392.699,10,"rhizomes",0.0298
"t2","SA12",20,"coarse roots","15_20","coarse roots 20cm","SA12-coarse roots 20cm","SA",274.6887076,0.007184251,-12.95045819,0.379898283,392.699,15,"coarse roots",0.0164
"t2","SA12",20,"dead biomass","15_20","dead biomass 20cm","SA12-dead biomass 20cm","SA",15.79832055,0.011189869,-13.63473865,0.326868453,392.699,15,"dead biomass",26.67
"t2","SA12",30,"coarse roots","20_30","coarse roots 30cm","SA12-coarse roots 30cm","SA",37.70014089,0.006315748,-12.20744629,0.329941062,785.398,20,"coarse roots",0.0344
"t1","DS03",30,"bulk sediment","20_30","bulk sediment 30cm","DS03-bulk sediment 30cm","DS",4.662787221,0.010942564,-15.49154547,0.135689411,785.398,20,"bulk sediment",131.248
"t2","SA12",30,"fine roots","20_30","fine roots 30cm","SA12-fine roots 30cm","SA",23.91732443,0.005882729,-12.07545541,0.345834909,785.398,20,"fine roots",0.0652
"t0","SA14",NA,"dead leaf","above","dead leaf","SA14-dead leaf","SA",6.422069188,0.007888299,-14.0691139,0.302759377,NA,NA,"dead leaf",0.2669
"t0","SA14",NA,"decomp layer","above","decomp layer","SA14-decomp layer","SA",3.941780059,0.012924435,-14.9055515,0.244955074,NA,NA,"decomp layer",0.1681
"t0","SA14",NA,"leaf","above","leaf","SA14-leaf","SA",NA,NA,NA,NA,NA,NA,"leaf",0.0128
"t0","SA14",NA,"leaf 1","above","leaf 1","SA14-leaf 1","SA",2.922374022,0.018505563,-14.06586536,0.312255513,NA,NA,"leaf",0.4047
"t0","SA14",NA,"leaf 2","above","leaf 2","SA14-leaf 2","SA",3.250889138,0.019370351,-13.93116152,0.304523079,NA,NA,"leaf",0.6428
"t0","SA14",NA,"leaf 3","above","leaf 3","SA14-leaf 3","SA",3.43622985,0.016772638,-14.19676211,0.324761907,NA,NA,"leaf",0.4508
"t0","SA14",NA,"leaf 4","above","leaf 4","SA14-leaf 4","SA",3.964816793,0.014084218,-14.14031631,0.326784353,NA,NA,"leaf",0.1625
"t0","SA14",NA,"microbe mat","above","microbe mat","SA14-microbe mat","SA",3.295597711,0.019964013,-17.30478373,0.194893821,NA,NA,"microbe mat",3.4785
"t0","SA14",NA,"standing dead","above","standing dead","SA14-standing dead","SA",4.695753329,0.010065568,-14.41049343,0.251338619,NA,NA,"standing dead",1.3519
"t0","SA14",NA,"stems","above","stems","SA14-stems","SA",4.285083951,0.011325072,-13.61402276,0.315931633,NA,NA,"stems",1.2878
"t0","SA15",NA,"dead leaf","above","dead leaf","SA15-dead leaf","SA",2.300873259,0.0065,-13.91178946,0.32833604,NA,NA,"dead leaf",0.162
"t0","SA15",NA,"decomp layer","above","decomp layer","SA15-decomp layer","SA",4.63072237,0.012808254,-14.93282223,0.248739277,NA,NA,"decomp layer",0.9529
"t0","SA15",NA,"leaf","above","leaf","SA15-leaf","SA",NA,NA,NA,NA,NA,NA,"leaf",0.0101
"t0","SA15",NA,"leaf 1","above","leaf 1","SA15-leaf 1","SA",2.37890979,0.01581,-14.16680246,0.327506708,NA,NA,"leaf",0.2473
"t0","SA15",NA,"leaf 2","above","leaf 2","SA15-leaf 2","SA",2.213977487,0.01456,-13.87956496,0.372157088,NA,NA,"leaf",0.543
"t0","SA15",NA,"leaf 3","above","leaf 3","SA15-leaf 3","SA",2.494262935,0.01382,-14.06579988,0.354485282,NA,NA,"leaf",0.5844
"t0","SA15",NA,"leaf 4","above","leaf 4","SA15-leaf 4","SA",2.532755946,0.01301,-14.02134199,0.354862952,NA,NA,"leaf",0.1906
"t0","SA15",NA,"leaf 5","above","leaf 5","SA15-leaf 5","SA",2.821042559,0.00994,-13.8874215,0.34453801,NA,NA,"leaf",0.0649
"t0","SA15",NA,"microbe mat","above","microbe mat","SA15-microbe mat","SA",2.977302437,0.017473398,-16.24135515,0.199239315,NA,NA,"microbe mat",2.7404
"t0","SA15",NA,"standing dead","above","standing dead","SA15-standing dead","SA",2.668725904,0.00685,-13.82653377,0.313319831,NA,NA,"standing dead",0.3807
"t0","SA15",NA,"stems","above","stems","SA15-stems","SA",1.480325653,0.00852,-13.47565987,0.334423851,NA,NA,"stems",1.0565
"t0","DS13",2,"bulk sediment","0_2","bulk sediment 2cm","DS13-bulk sediment 2cm","DS",4.775228624,0.01612,-16.02340705,0.253195464,157.08,0,"bulk sediment",17.736
"t0","DS13",5,"bulk sediment","2_5","bulk sediment 5cm","DS13-bulk sediment 5cm","DS",4.97612103,0.01642,-16.30227145,0.262306779,235.619,2,"bulk sediment",49.048
"t0","DS13",10,"bulk sediment","5_10","bulk sediment 10cm","DS13-bulk sediment 10cm","DS",5.032327533,0.01514,-16.22378201,0.230659613,392.699,5,"bulk sediment",74.588
"t0","DS13",15,"bulk sediment","10_15","bulk sediment 15cm","DS13-bulk sediment 15cm","DS",4.72454202,0.01324,-15.81676296,0.200304451,392.699,10,"bulk sediment",61.86
"t0","DS13",20,"bulk sediment","15_20","bulk sediment 20cm","DS13-bulk sediment 20cm","DS",3.906316922,0.01277,-15.39942458,0.205528714,392.699,15,"bulk sediment",53.02
"t1","DS05",30,"dead biomass","20_30","dead biomass 30cm","DS05-dead biomass 30cm","DS",3.668379904,0.00913,-12.98977871,0.272165854,785.398,20,"dead biomass",48.73
"t0","DS14",2,"bulk sediment","0_2","bulk sediment 2cm","DS14-bulk sediment 2cm","DS",4.056101872,0.01406,-15.85097592,0.219785599,157.08,0,"bulk sediment",10.28
"t0","DS14",5,"bulk sediment","2_5","bulk sediment 5cm","DS14-bulk sediment 5cm","DS",4.526959746,0.01619,-16.50196169,0.239924516,235.619,2,"bulk sediment",50.236
"t0","DS14",10,"bulk sediment","5_10","bulk sediment 10cm","DS14-bulk sediment 10cm","DS",4.841698843,0.01453,-16.46032423,0.230172173,392.699,5,"bulk sediment",65.628
"t0","DS14",15,"bulk sediment","10_15","bulk sediment 15cm","DS14-bulk sediment 15cm","DS",5.046003506,0.0132,-15.70073175,0.183157399,392.699,10,"bulk sediment",67.068
"t0","DS14",20,"bulk sediment","15_20","bulk sediment 20cm","DS14-bulk sediment 20cm","DS",4.380105318,0.01434,-15.44106595,0.202230779,392.699,15,"bulk sediment",58.956
"t1","DS05",30,"bulk sediment","20_30","bulk sediment 30cm","DS05-bulk sediment 30cm","DS",5.027670836,0.010957291,-14.46206337,0.17065856,785.398,20,"bulk sediment",178.62
"t0","DS15",2,"bulk sediment","0_2","bulk sediment 2cm","DS15-bulk sediment 2cm","DS",4.244397814,0.01384,-16.1378509,0.254450799,157.08,0,"bulk sediment",12.768
"t0","DS15",5,"bulk sediment","2_5","bulk sediment 5cm","DS15-bulk sediment 5cm","DS",4.830341276,0.01462,-16.13893161,0.233833845,235.619,2,"bulk sediment",31.324
"t0","DS15",10,"bulk sediment","5_10","bulk sediment 10cm","DS15-bulk sediment 10cm","DS",4.943305235,0.01642,-16.02668882,0.233104132,392.699,5,"bulk sediment",77.284
"t0","DS15",15,"bulk sediment","10_15","bulk sediment 15cm","DS15-bulk sediment 15cm","DS",4.946789275,0.01624,-16.0391121,0.199294698,392.699,10,"bulk sediment",43.688
"t0","DS15",20,"bulk sediment","15_20","bulk sediment 20cm","DS15-bulk sediment 20cm","DS",4.311740543,0.01373,-15.42827973,0.212049737,392.699,15,"bulk sediment",53.32
"t1","DS11",30,"bulk sediment","20_30","bulk sediment 30cm","DS11-bulk sediment 30cm","DS",3.826914545,0.0117757,-14.54791741,0.150749652,785.398,20,"bulk sediment",162.14
"t0","SA13",5,"bulk sediment","2_5","bulk sediment 5cm","SA13-bulk sediment 5cm","SA",3.379433684,0.0146,-16.55908193,0.240102189,235.619,2,"bulk sediment",52.372
"t0","SA13",20,"bulk sediment","15_20","bulk sediment 20cm","SA13-bulk sediment 20cm","SA",2.810987082,0.01166,-15.23970896,0.190598051,392.699,15,"bulk sediment",55.92
"t1","SA03",30,"dead biomass","20_30","dead biomass 30cm","SA03-dead biomass 30cm","SA",3.929207978,0.01567,-13.76130514,0.341966618,785.398,20,"dead biomass",73.158
"t0","SA14",2,"bulk sediment","0_2","bulk sediment 2cm","SA14-bulk sediment 2cm","SA",30.86,0.01678,-15.9709611,0.228995685,157.08,0,"bulk sediment",31.656
"t0","SA14",5,"bulk sediment","2_5","bulk sediment 5cm","SA14-bulk sediment 5cm","SA",3.42501211,0.01591,-16.95614055,0.246226127,235.619,2,"bulk sediment",54.116
"t0","SA14",10,"bulk sediment","5_10","bulk sediment 10cm","SA14-bulk sediment 10cm","SA",4.163679671,0.01009,-15.53696944,0.191376853,392.699,5,"bulk sediment",58.308
"t0","SA14",15,"bulk sediment","10_15","bulk sediment 15cm","SA14-bulk sediment 15cm","SA",4.383980572,0.01375,-15.36266148,0.206842048,392.699,10,"bulk sediment",71.536
"t0","SA14",20,"bulk sediment","15_20","bulk sediment 20cm","SA14-bulk sediment 20cm","SA",2.706447008,0.01172,-14.98651344,0.208455879,392.699,15,"bulk sediment",61.16
"t1","SA03",30,"bulk sediment","20_30","bulk sediment 30cm","SA03-bulk sediment 30cm","SA",2.124759868,0.012149189,-14.53543213,0.202244439,785.398,20,"bulk sediment",129.996
"t0","SA15",2,"bulk sediment","0_2","bulk sediment 2cm","SA15-bulk sediment 2cm","SA",3.107341043,0.01628,-16.49290714,0.202088722,157.08,0,"bulk sediment",29.884
"t0","SA15",5,"bulk sediment","2_5","bulk sediment 5cm","SA15-bulk sediment 5cm","SA",3.891473334,0.01087,-15.93571139,0.207735367,235.619,2,"bulk sediment",35.7
"t0","SA15",10,"bulk sediment","5_10","bulk sediment 10cm","SA15-bulk sediment 10cm","SA",3.893925616,0.01247,-15.2802938,0.231565674,392.699,5,"bulk sediment",50.208
"t0","SA15",15,"bulk sediment","10_15","bulk sediment 15cm","SA15-bulk sediment 15cm","SA",4.049739529,0.01225,-15.52332674,0.204883448,392.699,10,"bulk sediment",60.484
"t0","SA15",20,"bulk sediment","15_20","bulk sediment 20cm","SA15-bulk sediment 20cm","SA",2.863681001,0.011,-15.98109225,0.207494564,392.699,15,"bulk sediment",55.68
"t1","SA05",30,"bulk sediment","20_30","bulk sediment 30cm","SA05-bulk sediment 30cm","SA",3.478306823,0.01416,-14.94,0.22,785.398,20,"bulk sediment",172.424
"t1","DS03",2,"bulk sediment","0_2","bulk sediment 2cm","DS03-bulk sediment 2cm","DS",419.5625953,0.012947561,-15.12642131,0.249699322,157.08,0,"bulk sediment",30.976
"t1","DS03",5,"bulk sediment","2_5","bulk sediment 5cm","DS03-bulk sediment 5cm","DS",320.7039027,0.014850807,-15.07480763,0.226902736,235.619,2,"bulk sediment",46.48
"t1","DS03",10,"bulk sediment","5_10","bulk sediment 10cm","DS03-bulk sediment 10cm","DS",110.3256003,0.01485,-15.29,0.3,392.699,5,"bulk sediment",56.44
"t1","DS03",15,"bulk sediment","10_15","bulk sediment 15cm","DS03-bulk sediment 15cm","DS",8.627763395,0.01388,-15.71,0.24,392.699,10,"bulk sediment",54.704
"t1","DS03",20,"bulk sediment","15_20","bulk sediment 20cm","DS03-bulk sediment 20cm","DS",6.907155608,0.010790187,-14.31422996,0.198111345,392.699,15,"bulk sediment",57.64
"t1","SA11",30,"coarse roots","20_30","coarse roots 30cm","SA11-coarse roots 30cm","SA",NA,NA,NA,NA,785.398,20,"coarse roots",0
"t1","DS05",2,"bulk sediment","0_2","bulk sediment 2cm","DS05-bulk sediment 2cm","DS",199.5472196,0.0168,-16.97,0.27,157.08,0,"bulk sediment",19.424
"t1","DS05",5,"bulk sediment","2_5","bulk sediment 5cm","DS05-bulk sediment 5cm","DS",74.04386492,0.011364807,-16.26906562,0.266951858,235.619,2,"bulk sediment",52.144
"t1","DS05",10,"bulk sediment","5_10","bulk sediment 10cm","DS05-bulk sediment 10cm","DS",29.12284387,0.013341382,-18.10564864,0.151971585,392.699,5,"bulk sediment",76.152
"t1","DS05",15,"bulk sediment","10_15","bulk sediment 15cm","DS05-bulk sediment 15cm","DS",11.91002867,0.011219836,-14.72613901,0.178106641,392.699,10,"bulk sediment",68.152
"t1","DS05",20,"bulk sediment","15_20","bulk sediment 20cm","DS05-bulk sediment 20cm","DS",14.4538941,0.012829204,-14.80013556,0.18366285,392.699,15,"bulk sediment",48.168
"t1","SA11",30,"rhizomes","20_30","rhizomes 30cm","SA11-rhizomes 30cm","SA",NA,NA,NA,NA,785.398,20,"rhizomes",0
"t1","DS11",2,"bulk sediment","0_2","bulk sediment 2cm","DS11-bulk sediment 2cm","DS",146.95729105,0.0200088645,-19.5287234,0.1824428605,157.08,0,"bulk sediment",11.748
"t1","DS11",5,"bulk sediment","2_5","bulk sediment 5cm","DS11-bulk sediment 5cm","DS",334.7089956,0.012025213,-15.51983162,0.272741365,235.619,2,"bulk sediment",33.484
"t1","DS11",10,"bulk sediment","5_10","bulk sediment 10cm","DS11-bulk sediment 10cm","DS",67.39865072,0.012128902,-15.09068412,0.172798306,392.699,5,"bulk sediment",64.816
"t1","DS11",15,"bulk sediment","10_15","bulk sediment 15cm","DS11-bulk sediment 15cm","DS",7.988580846,0.011904527,-15.37119067,0.178967006,392.699,10,"bulk sediment",61.528
"t1","DS11",20,"bulk sediment","15_20","bulk sediment 20cm","DS11-bulk sediment 20cm","DS",4.691050961,0.012954,-14.78550602,0.196472452,392.699,15,"bulk sediment",61.396
"t1","SA11",30,"bulk sediment","20_30","bulk sediment 30cm","SA11-bulk sediment 30cm","SA",4.530844108,0.0126,-13.88,0.22,785.398,20,"bulk sediment",153.216
"t1","SA03",2,"bulk sediment","0_2","bulk sediment 2cm","SA03-bulk sediment 2cm","SA",247.45408795,0.017212396,-18.1537944,0.1947222,157.08,0,"bulk sediment",22.7604
"t1","SA03",5,"bulk sediment","2_5","bulk sediment 5cm","SA03-bulk sediment 5cm","SA",136.02153765,0.0156830005,-18.082594025,0.2169224525,235.619,2,"bulk sediment",49.324
"t1","SA03",10,"bulk sediment","5_10","bulk sediment 10cm","SA03-bulk sediment 10cm","SA",18.68736065,0.01271,-16.02,0.24,392.699,5,"bulk sediment",46.996
"t1","SA03",15,"bulk sediment","10_15","bulk sediment 15cm","SA03-bulk sediment 15cm","SA",23.48325757,0.01249,-15.44,0.25,392.699,10,"bulk sediment",61.328
"t1","SA03",20,"bulk sediment","15_20","bulk sediment 20cm","SA03-bulk sediment 20cm","SA",14.43956881,0.015073653,-15.36466327,0.203660514,392.699,15,"bulk sediment",66.8
"t2","DS02",30,"bulk sediment","20_30","bulk sediment 30cm","DS02-bulk sediment 30cm","DS",7.589279981,0.01427,-15.06674064,0.221263745,785.398,20,"bulk sediment",133.788
"t1","SA05",5,"bulk sediment","2_5","bulk sediment 5cm","SA05-bulk sediment 5cm","SA",126.0391117,0.014119529,-16.00767751,0.244046875,235.619,2,"bulk sediment",48.696
